acctno,actdt,deactdt,deactreason,goodcredit,rateplan,dealertype
1625032175700,1999-12-23,2000-10-13,DEBT,0,2,C1
1625054874863,1999-07-12,,,0,1,C1
1625067586929,2000-08-25,,,1,1,B1
1625070341493,2000-10-08,,,0,1,A1
1625085191796,2000-10-25,2000-11-17,TECH,0,2,C1
1625093585600,1999-10-11,,,1,1,A2
1625105063214,1999-02-22,1999-08-06,NEED,1,3,A1
1625131559427,1999-08-07,,,0,1,A1
1625160528804,2000-06-11,,,0,3,A2
1625183528770,1999-10-16,,,1,3,A1
1625257881696,1999-09-25,,,1,3,A1
1625291942694,1999-07-17,,,1,1,A2
1625313666370,2000-05-23,,,1,2,A1
1625323656272,2000-05-13,,,0,1,A1
1625350513806,2000-05-07,,,1,3,A1
1625372090487,2000-05-31,,,1,1,C1
1625392365432,2000-05-12,,,1,1,C1
1625407765544,1999-02-12,,,1,1,A1
1625423365072,2000-01-23,2000-10-20,DEBT,0,1,A1
1625494799034,2000-12-02,,,1,3,C1
1625510196688,2000-12-09,,,1,3,A1
1625514751536,1999-12-18,,,1,1,B1
1625523921623,2000-10-02,2000-12-26,DEBT,0,3,A1
1625525483748,1999-07-11,,,0,1,A1
1625532943636,2000-12-12,,,1,1,C1
1625537061648,1999-06-17,,,1,3,A2
1625546606285,2000-10-28,,,1,1,B1
1625571035740,1999-07-22,,,1,1,A1
1625573374240,2000-12-18,,,1,2,A1
1625592003297,1999-04-03,,,1,2,A1
1625595492656,2000-11-22,,,0,3,A1
1625608194108,1999-10-08,,,1,3,A1
1625622411723,2000-10-30,,,1,1,C1
1625629309009,1999-12-21,,,1,1,A2
1625648579180,2000-12-27,,,1,2,A1
1625688558276,2000-02-09,2000-11-08,DEBT,0,1,A2
1625699429722,2000-11-15,,,1,1,A1
1625716662405,2000-03-02,,,1,1,A1
1625740245414,2000-05-16,2000-12-20,COMP,1,1,B1
1625741354823,2001-01-10,,,1,1,A1
1625744368909,2000-12-13,,,0,2,B1
1625744624648,1999-05-26,,,1,3,A1
1625759578012,1999-04-23,,,1,3,B1
1625762627077,1999-12-21,,,0,3,B1
1625767676957,2000-11-27,,,1,3,A1
1625770891668,2000-04-10,2000-05-10,NEED,1,1,B1
1625797292850,2000-08-04,,,1,1,A1
1625808053988,2001-01-16,,,0,2,A1
1625826417556,2000-10-25,,,1,1,C1
1625867710679,1999-12-21,2000-01-03,NEED,1,3,C1
1625883556264,2000-02-28,,,1,1,A1
1625885884338,1999-03-07,2000-10-25,DEBT,0,2,A2
1625888907324,1999-04-24,,,1,1,A1
1625902381568,1999-10-28,,,1,1,B1
1625903266407,2000-01-24,,,1,1,A1
1625920920399,2000-01-04,,,1,1,B1
1625927074971,2000-07-28,,,1,1,B1
1625933236936,2000-02-17,,,0,1,A1
1625936866093,2000-07-24,,,1,1,A1
1625948830152,2000-10-20,,,0,3,C1
1625950054368,1999-02-05,,,1,3,A1
1625960513076,2000-06-17,,,0,1,B1
1625962839245,2000-08-11,,,1,1,A2
1625971155363,2000-11-29,,,1,1,A1
1625988418740,1999-07-19,,,1,1,C1
1626002622836,1999-12-18,,,1,2,B1
1626022170992,2000-03-27,,,1,1,A1
1626050394364,1999-12-15,2000-12-01,MOVE,1,1,A1
1626055248955,1999-10-10,,,0,1,B1
1626059849072,2000-02-14,,,1,2,A1
1626075752240,1999-06-09,2000-03-28,MOVE,1,3,B1
1626077408848,1999-06-21,1999-12-02,NEED,0,1,B1
1626081786423,2000-07-24,,,1,2,A1
1626085971924,2000-11-18,,,0,1,A2
1626087840416,1999-11-28,,,1,1,A1
1626102296996,1999-12-13,1999-12-14,NEED,0,1,B1
1626107119424,2000-04-04,,,1,1,A1
1626111967568,2000-06-10,2000-09-05,COMP,0,1,B1
1626117030753,2000-12-21,,,1,2,A2
1626138827308,1999-10-31,,,1,1,A1
1626150445636,2000-03-17,,,1,1,A1
1626182540880,1999-11-23,2000-05-29,DEBT,0,1,A1
1626184078194,2000-04-27,,,1,1,B1
1626215922558,1999-11-02,,,1,1,C1
1626216139878,1999-06-14,,,0,1,A1
1626218128476,1999-01-27,2000-06-13,COMP,1,3,A1
1626267569312,2000-05-22,,,1,1,A1
1626274288740,2000-07-13,,,0,1,A2
1626316281968,1999-06-21,,,1,1,A1
1626318146844,2000-12-20,,,0,2,A1
1626366029128,2000-07-13,,,1,1,A2
1626366901358,2000-12-21,,,1,1,A1
1626372108007,1999-10-02,,,1,1,B1
1626372405577,2000-05-19,,,1,1,A1
1626373277598,1999-08-26,,,1,1,A1
1626381110892,2000-03-07,,,1,2,A1
1626389153224,2001-01-14,,,0,3,A1
1626396264384,1999-09-09,2000-01-03,DEBT,0,2,B1
1626402135703,1999-07-12,,,0,3,B1
1626408768096,2000-12-28,,,1,2,A1
1626410998464,2000-12-20,,,1,2,C1
1626429640076,2000-05-26,,,1,1,A1
1626441109908,1999-12-08,,,0,1,A1
1626447635460,2001-01-02,,,1,1,A2
1626458768208,1999-12-22,,,0,2,C1
1626465892432,2000-10-13,,,0,1,C1
1626472812567,1999-12-23,,,1,1,B1
1626494572404,2000-12-20,,,1,1,A1
1626508381083,2000-02-21,,,0,1,A1
1626512532488,2000-03-12,,,0,1,A1
1626528306599,1999-12-01,,,1,1,B1
1626532298868,1999-11-08,2000-12-19,DEBT,0,2,B1
1626552283941,1999-01-27,,,1,1,A1
1626553312424,2000-11-12,,,0,1,A1
1626560683450,2000-11-24,,,0,1,B1
1626562221963,2000-07-08,,,1,1,A1
1626580144248,2000-01-25,2000-05-16,TECH,1,3,A1
1626582070120,1999-09-05,1999-09-10,NEED,1,1,A2
1626585986568,2000-01-22,2000-07-13,COMP,0,2,A1
1626594697968,1999-12-11,,,1,1,A1
1626663572064,1999-09-25,,,1,1,A1
1626664654548,2000-12-28,,,1,1,A1
1626668553003,1999-04-21,,,1,3,B1
1626680198118,2000-05-24,,,1,3,A1
1626681455378,2000-04-10,,,1,1,B1
1626682254583,2000-05-17,,,1,3,C1
1626688044805,1999-09-22,,,1,1,A1
1626691739086,1999-05-19,,,1,2,A1
1626701521938,1999-11-26,,,1,1,A2
1626718784064,2000-04-28,,,1,1,A1
1626721430031,2000-03-22,,,1,1,C1
1626737048168,1999-12-12,,,1,1,A2
1626738577908,1999-09-03,2001-01-08,DEBT,0,1,A1
1626739633032,1999-04-30,,,1,2,A1
1626741957354,2000-08-25,,,0,1,C1
1626752774338,1999-04-01,,,1,1,A1
1626772787008,1999-11-07,,,1,1,A1
1626778666397,1999-12-03,2000-12-06,DEBT,1,3,A1
1626788949867,2000-03-22,,,1,1,C1
1626824935113,2000-12-21,,,1,1,B1
1626831228520,2000-08-24,,,1,1,A1
1626836249748,2000-10-09,,,0,1,C1
1626860028762,1999-11-26,,,0,3,A1
1626861590903,1999-07-30,,,1,1,B1
1626862210718,1999-02-12,,,1,1,A1
1626894536288,2000-12-16,,,1,2,A2
1626909628143,1999-05-31,2000-11-28,NEED,0,3,A1
1626950762820,1999-12-09,,,1,1,A1
1626983146108,2000-09-28,,,1,1,C1
1626986690424,2000-02-24,,,1,1,A2
1626990254557,1999-11-19,,,1,1,A1
1627012418123,2000-03-30,,,0,1,A1
1627027596171,1999-08-31,,,0,1,B1
1627050174990,2000-09-13,,,0,1,C1
1627051442366,2000-07-06,,,1,1,B1
1627053788238,1999-12-20,,,0,1,A1
1627079329061,2000-04-29,2000-09-11,MOVE,0,2,C1
1627081877968,1999-05-20,,,1,3,A1
1627090445340,2000-12-30,,,1,2,A2
1627103167549,1999-07-12,,,1,1,A1
1627105549758,2000-07-14,,,1,1,B1
1627109546538,2000-11-16,,,1,1,A1
1627116837168,1999-03-17,2000-03-20,MOVE,0,3,A1
1627122537378,1999-12-04,,,1,3,A1
1627125290922,2000-11-27,,,1,1,A1
1627129227636,1999-03-13,,,1,1,A1
1627134800840,1999-12-04,,,1,1,A2
1627140100032,2001-01-13,,,1,2,A1
1627141355168,1999-12-30,,,1,1,A1
1627162866603,2000-07-24,,,0,1,B1
1627180033808,1999-02-25,,,1,1,A1
1627180085149,2000-06-28,,,1,1,B1
1627180703448,1999-08-04,,,1,1,A1
1627185484480,2000-02-16,,,0,1,A1
1627201369104,2000-01-07,,,1,1,A1
1627205217318,1999-11-11,,,1,1,A1
1627227286653,1999-12-17,,,1,1,A2
1627235322324,2000-09-01,,,1,1,B1
1627246884210,2000-12-29,,,0,2,A1
1627261727726,1999-04-07,,,0,1,A1
1627272645200,2000-02-28,,,1,2,B1
1627272876808,1999-04-01,2000-06-19,MOVE,1,1,A2
1627274341563,2000-07-14,,,0,1,B1
1627274352123,1999-09-18,,,1,1,A2
1627274396109,2000-01-10,,,0,1,C1
1627276065888,2000-01-31,,,0,2,C1
1627276833423,2000-11-03,,,0,1,A1
1627277172780,1999-08-02,1999-08-17,TECH,1,2,A1
1627281990924,1999-12-05,,,1,1,A1
1627284748497,2000-01-22,,,1,1,A1
1627300021938,1999-03-26,1999-06-10,MOVE,0,1,A2
1627331299408,2000-07-21,2000-12-07,DEBT,0,2,B1
1627353213832,1999-09-17,1999-10-10,COMP,0,1,A2
1627366695576,1999-12-26,,,1,1,A1
1627396687269,2000-01-04,,,1,1,A1
1627408971648,1999-04-06,2000-06-22,MOVE,1,3,C1
1627459243588,1999-12-31,,,1,2,A1
1627468456008,2000-01-21,,,1,1,A1
1627505710868,1999-12-07,2000-10-19,DEBT,1,2,A1
1627516900218,2000-10-31,,,1,1,A1
1627517102608,1999-11-24,,,1,1,A1
1627521086412,2000-05-11,2000-07-17,MOVE,0,3,C1
1627552769638,2000-09-25,2000-09-27,NEED,1,3,A1
1627555984728,2000-07-05,2000-12-11,COMP,0,1,C1
1627578093038,2000-11-01,,,1,1,C1
1627592834374,1999-10-01,,,0,1,A1
1627604042938,1999-12-07,,,1,1,B1
1627604241920,1999-10-11,,,1,2,A2
1627615959876,1999-07-27,2000-06-28,NEED,1,1,A1
1627626514209,2000-04-27,,,1,3,A1
1627631109128,1999-02-27,,,1,1,A1
1627646857218,1999-05-15,1999-12-06,NEED,1,1,A2
1627665629648,1999-07-15,1999-07-19,TECH,1,1,B1
1627681599168,2000-04-24,2000-10-10,COMP,0,3,A1
1627696243712,1999-11-28,,,1,1,A1
1627725479973,2000-01-10,,,0,1,A1
1627781509014,2000-02-18,2000-06-22,DEBT,0,1,A1
1627807030108,1999-12-16,,,0,1,C1
1627821861021,1999-10-12,1999-10-26,NEED,1,1,A1
1627828483888,1999-03-17,,,1,3,A1
1627834920972,1999-04-15,2000-07-06,COMP,0,1,A1
1627881533032,2000-08-02,,,1,1,B1
1627887107184,2000-09-03,,,0,2,A1
1627911454336,2000-11-30,,,1,3,A1
1627932015168,2000-10-29,,,0,1,A2
1627938181110,1999-03-19,,,1,1,A1
1627959878892,1999-08-28,2000-09-21,DEBT,0,3,A1
1627991513688,1999-06-10,2001-01-09,NEED,1,1,A1
1627997250692,1999-02-03,2000-01-13,NEED,0,1,A1
1628120069460,2000-06-11,,,1,2,A1
1628129519895,2000-01-10,,,1,1,A1
1628145672284,2000-10-11,,,1,3,A1
1628180818828,2000-11-16,,,1,2,A1
1628186907182,2000-02-11,,,0,1,A1
1628188569150,1999-02-24,2000-08-04,MOVE,1,2,A1
1628188926913,1999-06-04,,,0,3,A1
1628222923552,1999-12-21,,,1,1,A1
1628255630928,1999-08-04,1999-08-07,NEED,1,1,B1
1628262858163,2000-07-22,,,0,1,A1
1628266713090,2000-12-15,,,1,2,A1
1628267260773,1999-12-15,,,1,1,A1
1628272059072,2000-03-19,,,0,2,A2
1628277205852,1999-12-24,,,0,1,A1
1628281563608,1999-12-22,,,0,1,A1
1628284980558,2000-12-11,,,1,1,C1
1628312327604,1999-10-31,,,1,1,B1
1628315864199,2000-02-17,2000-12-20,DEBT,0,3,A1
1628320364703,1999-12-23,,,1,2,A1
1628328460431,1999-04-27,,,1,1,A1
1628359567698,2000-08-25,,,1,3,B1
1628360829418,1999-12-07,2000-06-12,COMP,1,1,B1
1628378382025,2000-12-15,,,1,2,C1
1628378663760,1999-06-21,,,1,1,B1
1628409337146,2000-06-05,,,1,1,C1
1628439743424,1999-12-30,,,1,1,A1
1628468471168,2000-03-23,,,1,1,C1
1628488490720,1999-08-17,,,1,3,A1
1628517311168,2000-11-16,,,1,1,A1
1628518764531,1999-12-19,,,1,1,A1
1628531016129,1999-08-13,2000-12-18,COMP,1,1,C1
1628537074614,1999-03-08,,,0,1,A1
1628543284686,2000-04-27,,,1,1,A2
1628544857696,2000-12-12,,,1,1,B1
1628573666499,2000-09-08,,,1,3,A1
1628587176072,2000-12-08,,,1,2,C1
1628608940080,2000-03-03,2000-10-23,DEBT,0,1,A1
1628616722988,2000-03-02,,,1,1,A1
1628630611958,1999-12-27,2000-06-03,DEBT,0,3,B1
1628644160294,1999-06-24,,,1,1,A1
1628659037936,2000-11-28,,,1,3,A1
1628683007398,1999-10-28,,,1,2,A1
1628693058842,2000-11-09,,,1,1,B1
1628704732618,2000-03-18,,,0,1,B1
1628709138832,1999-01-25,1999-10-18,NEED,1,2,A2
1628732978078,1999-12-24,,,0,1,A2
1628757421938,2000-06-09,,,1,2,B1
1628780789265,2000-09-26,,,0,3,A1
1628788336608,2000-07-29,,,1,1,A1
1628807335341,2000-04-29,,,1,1,B1
1628811220907,1999-03-24,,,1,1,A2
1628823719352,1999-07-17,,,0,3,A2
1628882487928,2000-12-21,,,1,2,A2
1628890447992,1999-08-25,,,1,1,A1
1628900217843,2000-12-29,,,1,2,A1
1628908186403,1999-09-08,,,1,1,A1
1628917374153,2000-10-02,,,1,1,A1
1628917431438,1999-12-17,,,1,1,C1
1628920280578,2000-05-19,,,0,3,A2
1628930047440,2000-07-21,,,1,1,A1
1628943907711,1999-07-06,,,0,2,A1
1628949162688,2000-10-29,,,1,1,A1
1628951296218,1999-10-16,,,0,3,A1
1628953615725,2000-08-01,,,1,2,A1
1628980055436,1999-11-30,,,1,1,C1
1628982758658,1999-10-01,2000-10-21,NEED,0,3,A2
1628992817238,1999-06-12,,,0,1,A1
1629018553092,2000-04-24,,,1,1,A1
1629034356856,1999-05-25,1999-10-04,MOVE,1,3,A2
1629068908092,2000-11-24,,,0,1,A1
1629071287348,2000-06-01,,,0,2,A1
1629073015494,2000-09-21,,,1,1,A1
1629080750373,2000-05-03,,,1,1,B1
1629095844458,2000-12-06,,,1,1,A1
1629116041024,1999-10-25,2000-11-02,COMP,1,1,B1
1629125708253,1999-08-09,,,1,1,A1
1629134995540,2000-12-22,,,1,2,C1
1629151266733,1999-06-16,2000-08-26,MOVE,1,1,A2
1629159299308,1999-08-30,,,1,1,A1
1629175871382,1999-12-11,,,1,1,A1
1629187784512,2000-10-29,,,1,2,A1
1629193612764,1999-09-29,,,1,1,B1
1629198339279,2000-05-09,,,1,1,A1
1629203797116,2001-01-03,,,1,2,A1
1629211469952,1999-12-14,,,1,1,C1
1629214634310,2000-06-08,,,0,1,B1
1629221946516,2000-07-15,,,1,3,B1
1629232917432,2000-02-12,,,1,3,A1
1629260472993,1999-12-11,,,1,1,A2
1629272047776,1999-05-24,,,1,2,A1
1629323674440,1999-08-07,1999-10-21,TECH,0,3,B1
1629337799230,1999-08-02,,,1,1,A1
1629347456978,2000-11-24,,,0,1,A2
1629362238661,2000-11-25,,,1,1,A1
1629369494176,2000-08-14,,,1,1,B1
1629390229715,2000-06-30,,,1,2,A1
1629410144708,2000-02-10,,,0,1,C1
1629419103923,2000-04-19,,,1,1,A1
1629427866576,1999-07-11,,,0,2,A1
1629456721898,1999-12-09,,,1,1,C1
1629474017174,2000-05-13,,,1,1,A2
1629502800432,2000-04-12,,,1,3,B1
1629514844864,2000-11-04,2000-11-06,NEED,1,1,B1
1629518777192,2000-10-05,,,0,1,C1
1629548971500,2000-11-18,,,0,1,A2
1629560944608,2000-06-14,2001-01-04,DEBT,0,1,A1
1629587367997,2000-10-28,2000-11-01,,0,1,B1
1629606574431,2000-02-11,,,1,2,B1
1629613564776,2000-03-27,,,1,1,C1
1629614321323,2000-12-21,,,1,1,C1
1629622731444,2000-11-29,,,1,3,C1
1629633080499,2001-01-04,,,1,1,C1
1629637522855,1999-12-21,2000-12-20,MOVE,0,1,A1
1629651516888,1999-12-24,,,1,3,A1
1629663189471,1999-12-23,,,0,1,A2
1629690358164,1999-07-19,,,1,1,A1
1629703415970,2000-11-05,,,0,2,A1
1629705894318,1999-12-12,2000-07-17,,0,3,A1
1629725080413,2000-12-29,,,1,1,A1
1629742601364,2001-01-13,,,0,2,A1
1629744715266,1999-02-26,,,1,1,A2
1629758195033,2000-03-06,,,1,3,B1
1629771544950,2000-09-13,,,0,1,C1
1629797655425,2000-12-09,,,1,3,A1
1629828299935,2000-10-28,,,1,1,B1
1629847526948,2000-12-19,,,1,1,A1
1629848148652,2000-12-15,,,1,1,A1
1629859496558,2000-03-06,2000-03-20,NEED,0,1,B1
1629950687772,2000-12-20,,,1,1,A1
1629972661978,2000-03-26,,,1,1,B1
1629980259408,1999-12-06,2000-10-19,DEBT,0,1,A1
1629990555486,1999-12-20,,,1,1,A1
1629998273952,1999-09-09,,,1,3,B1
1630017247204,1999-12-10,2000-10-02,COMP,1,1,B1
1630033258038,2000-07-24,,,1,1,A2
1630034740246,1999-03-26,,,1,1,A1
1630091566120,2000-11-10,,,0,1,B1
1630099454255,2000-02-19,,,1,1,A2
1630108165248,1999-11-12,,,1,1,A1
1630139658128,2000-08-02,2000-11-21,TECH,0,1,A1
1630150786643,2000-12-21,,,1,1,C1
1630152816179,2001-01-14,,,1,2,B1
1630158500908,1999-06-28,1999-09-16,DEBT,0,1,A1
1630199159052,1999-11-08,,,0,1,A1
1630239584984,2000-03-27,,,0,2,A2
1630241773932,2000-05-18,,,1,1,B1
1630258141810,2000-02-26,,,1,1,A1
1630295088178,1999-08-18,2000-08-28,COMP,1,1,A1
1630295393649,2000-08-19,,,1,1,C1
1630297065374,2000-02-26,2000-03-18,NEED,1,1,A2
1630304016983,2000-03-06,,,1,1,C1
1630323321042,2000-09-25,2000-12-20,DEBT,0,1,C1
1630366712831,2000-06-12,,,0,1,C1
1630366730823,1999-11-17,2000-04-05,NEED,0,1,B1
1630403381298,2000-08-08,,,0,1,B1
1630403906358,2000-05-20,,,1,1,B1
1630418678448,2000-12-16,,,0,1,A1
1630423750698,2000-12-02,,,1,2,B1
1630427597025,2000-11-17,,,0,1,C1
1630439095218,1999-12-03,1999-12-31,NEED,1,1,A1
1630442004353,1999-09-04,,,1,1,A2
1630442852006,2001-01-08,,,0,2,A1
1630451777777,2000-12-19,,,1,2,A1
1630453692138,2000-12-23,,,1,2,A1
1630472112704,1999-10-11,,,1,1,A1
1630485195616,2000-05-22,,,1,2,B1
1630510482624,2000-06-21,,,0,1,B1
1630531310747,2000-03-18,2000-11-02,COMP,1,2,A1
1630554042771,1999-08-13,2000-05-12,TECH,1,1,A1
1630569461415,2000-08-21,,,0,2,B1
1630591363136,2000-03-27,2000-12-05,TECH,0,1,A1
1630602680561,1999-09-04,,,1,1,A2
1630604209320,1999-12-23,,,1,1,A2
1630616561727,2000-05-21,,,0,1,A1
1630660035008,1999-12-22,,,1,1,C1
1630668830456,2000-08-02,2000-12-18,DEBT,0,2,C1
1630670746728,2000-06-15,,,1,1,A1
1630685131128,2001-01-09,,,1,2,C1
1630697793812,2000-09-08,,,0,1,A1
1630731156606,2000-01-05,,,1,1,B1
1630731688707,1999-12-21,1999-12-22,NEED,1,1,A1
1630736204244,1999-03-28,1999-11-08,TECH,1,2,A1
1630737922467,2000-05-27,,,0,1,A1
1630766920368,1999-12-06,,,1,1,A1
1630780039951,1999-12-09,,,1,1,C1
1630787255208,2000-09-02,,,1,2,A1
1630788648828,2000-07-14,,,0,1,C1
1630802832308,2000-02-10,,,1,1,B1
1630814244953,2000-12-21,,,1,1,B1
1630826583634,1999-12-24,,,1,1,B1
1630847694108,2000-03-31,,,0,2,A1
1630847751368,2000-12-30,,,1,2,A1
1630861428875,1999-12-13,,,1,1,A1
1630874010783,1999-05-01,,,1,1,A1
1630899198578,2000-11-16,,,0,2,A1
1630907830953,1999-05-29,,,1,1,A1
1630926733776,1999-06-29,2000-11-20,NEED,1,3,A1
1630935823358,1999-06-30,,,1,1,C1
1630938457498,2000-07-19,,,1,2,C1
1630964099348,2000-12-30,,,1,2,A1
1630965264016,2000-06-22,,,1,3,A1
1630976693730,2000-07-26,,,1,2,A2
1630990423725,2000-12-23,,,0,1,A1
1631007517569,1999-07-16,,,0,1,B1
1631013008118,1999-12-23,,,1,1,A1
1631016408856,1999-12-06,,,0,1,A1
1631054123916,2000-11-08,,,0,3,A2
1631070863383,2000-12-01,,,1,3,A1
1631080725617,2000-12-07,,,0,2,A1
1631130603060,2000-06-11,2000-06-13,NEED,1,1,A1
1631131585076,1999-04-14,,,0,3,C1
1631140530642,1999-09-07,,,1,3,C1
1631176128816,2000-12-29,,,1,1,A2
1631200736282,2000-10-26,,,0,1,C1
1631200840224,2000-01-10,,,1,1,A1
1631236714488,2000-11-10,,,1,1,A1
1631246211087,1999-11-23,,,1,1,C1
1631257218240,2000-11-09,,,0,2,C1
1631270374062,1999-12-08,,,1,2,C1
1631282646656,2000-07-01,,,1,1,A1
1631289015468,2000-06-06,,,1,1,B1
1631298180805,2000-09-16,,,1,1,A2
1631299173248,1999-11-12,,,1,1,A1
1631300372044,1999-12-15,,,1,1,A2
1631313137572,2000-06-22,,,0,1,C1
1631321413542,2000-07-30,,,0,2,A1
1631330463690,1999-02-23,,,1,1,A1
1631354928216,1999-07-11,2000-12-18,DEBT,1,3,A1
1631400995660,2000-03-30,,,1,3,B1
1631404666041,2000-03-10,2000-07-26,COMP,0,1,A1
1631415417997,2000-07-06,,,1,1,B1
1631422161540,1999-07-09,1999-11-22,COMP,0,3,B1
1631424821680,1999-06-09,,,1,1,A1
1631458388326,1999-11-30,,,1,1,A1
1631474090458,2000-12-06,,,1,2,C1
1631478700256,2000-06-28,2000-12-16,DEBT,0,3,A1
1631479176708,2000-03-31,,,1,1,A1
1631488364472,1999-02-03,1999-08-22,MOVE,0,2,A1
1631490684648,2000-11-26,,,1,2,A1
1631495899200,1999-09-09,2000-11-01,NEED,1,1,A2
1631548993168,2000-08-18,,,1,1,A1
1631549295728,2000-07-31,,,1,1,A1
1631555645144,2000-04-08,,,1,1,B1
1631585482024,1999-12-21,,,1,1,B1
1631590128598,2000-08-05,2000-12-13,DEBT,0,2,A1
1631638537078,1999-09-08,,,1,1,A2
1631639926608,2000-12-18,,,1,1,A1
1631664114366,2000-01-05,,,1,1,C1
1631704435152,2000-10-03,,,0,3,B1
1631704837074,2000-10-03,,,0,1,C1
1631714991858,1999-08-30,,,0,2,A2
1631715311824,1999-12-03,,,1,1,A1
1631717140536,1999-09-11,2000-09-06,MOVE,1,1,A1
1631735238714,2000-03-28,,,0,3,B1
1631767741304,2000-06-13,,,1,1,B1
1631769135504,1999-12-23,,,1,3,B1
1631782597722,1999-12-21,2000-08-07,COMP,1,1,A1
1631807577417,2000-02-09,2000-07-13,TECH,0,2,A1
1631815561275,1999-12-11,,,1,1,A1
1631828578012,2000-04-14,,,1,1,A1
1631848239012,2000-10-31,,,1,3,A1
1631903742952,2000-05-23,,,1,1,A1
1631905184072,1999-11-15,,,1,3,C1
1631910170899,1999-07-06,,,1,1,B1
1631917422472,2000-06-27,,,1,1,B1
1631939230260,2000-12-02,,,1,1,A2
1631945831400,2000-03-15,2000-12-26,DEBT,0,2,A1
1631953577388,2000-07-29,,,1,1,B1
1631954842879,2000-04-17,,,0,1,A1
1631957546180,1999-07-19,,,0,1,A1
1631962923528,2000-12-11,,,1,2,A1
1631989397026,1999-01-23,2000-10-06,COMP,1,1,A1
1632012134672,2000-08-05,,,1,1,A2
1632019775896,2000-12-09,,,1,1,A1
1632026576995,1999-11-03,,,0,2,A2
1632027620124,1999-02-11,1999-02-15,NEED,1,1,A1
1632030505184,2000-07-25,,,0,1,A1
1632033700317,2000-08-31,,,1,1,B1
1632049464606,2000-05-03,,,1,1,A1
1632068966055,1999-09-24,1999-12-29,TECH,1,2,A1
1632080577546,2000-01-04,,,1,1,A1
1632081098184,2000-04-03,,,0,1,A1
1632082005788,2001-01-05,,,1,2,C1
1632101227336,1999-02-01,2000-07-22,NEED,0,1,A1
1632116572115,1999-04-07,2000-06-15,DEBT,0,3,B1
1632117394458,1999-12-28,,,0,2,B1
1632144731948,1999-12-10,,,1,2,A1
1632173661264,2000-11-14,,,1,1,A1
1632180525822,1999-04-27,,,1,1,C1
1632186539070,2000-09-08,,,1,1,B1
1632192042476,2000-09-25,,,1,1,C1
1632192229032,1999-07-27,,,0,1,A1
1632202759358,1999-04-16,,,1,1,A1
1632210061170,1999-12-31,2000-07-04,DEBT,0,1,A2
1632228493965,2000-12-23,,,1,2,A1
1632311172170,1999-11-30,2000-07-06,DEBT,0,2,B1
1632364095595,1999-09-16,2000-01-11,COMP,1,3,A1
1632372606273,2000-12-29,,,1,1,A1
1632390985944,1999-10-30,2000-01-08,COMP,0,1,A1
1632401803588,1999-12-24,,,1,1,A1
1632409624359,1999-01-29,,,1,1,A1
1632422434158,2001-01-18,,,1,1,C1
1632429878683,2000-12-13,,,1,1,A1
1632433239648,1999-11-28,,,1,1,A1
1632467842918,1999-12-16,,,1,1,C1
1632470271514,2000-12-19,,,1,2,A1
1632491396466,1999-12-04,,,1,1,A1
1632498021520,2000-04-02,,,1,1,A1
1632505603584,1999-09-09,,,0,1,A1
1632508446683,2000-08-03,,,1,2,A1
1632512010728,2000-11-22,,,0,3,A1
1632515240628,2000-07-13,2000-12-16,NEED,0,1,B1
1632526610098,1999-06-15,,,1,3,A1
1632579082368,1999-04-02,2001-01-04,COMP,0,1,A1
1632580441296,2000-06-15,,,1,1,A1
1632596162718,2000-06-29,,,0,2,B1
1632615421258,1999-08-27,,,0,1,B1
1632615611756,2000-12-30,,,1,1,A1
1632621415454,2000-07-31,,,1,1,C1
1632640632612,1999-12-20,,,1,3,A1
1632666606996,2000-02-26,2000-05-01,NEED,0,1,A1
1632668938328,2000-02-08,2000-03-22,TECH,0,1,B1
1632679114473,2000-01-26,,,1,1,A1
1632685962220,1999-12-28,2000-06-03,DEBT,0,3,A1
1632691605236,1999-11-24,,,0,1,B1
1632693554256,1999-04-08,,,1,1,A1
1632705715503,1999-12-07,2000-07-03,COMP,0,2,A2
1632710355616,2000-10-11,,,1,1,A1
1632714944068,1999-05-29,2000-12-01,COMP,1,1,A1
1632719028972,2000-02-06,2000-05-24,COMP,0,1,B1
1632729710825,1999-11-19,2000-05-23,DEBT,0,1,C1
1632737449583,2000-01-26,,,1,3,A1
1632748814023,1999-10-26,,,0,1,C1
1632753565832,2000-12-12,,,1,3,A1
1632770104600,1999-11-24,,,1,1,A1
1632786341658,2000-12-06,,,1,2,C1
1632809020708,2000-09-02,,,0,2,A1
1632843860870,2000-05-17,2000-09-05,COMP,1,1,A1
1632855046016,2000-12-30,,,1,2,A1
1632863891598,2001-01-14,,,1,2,A1
1632870293640,2000-07-05,,,1,2,A1
1632905832461,2001-01-08,,,1,1,B1
1632922983087,1999-12-11,,,1,1,A1
1632927712326,2000-12-14,,,1,2,C1
1632928608858,2000-11-11,,,1,1,A1
1632950462563,2000-07-12,,,1,1,A1
1632971276241,2000-12-23,,,1,3,A1
1632984037023,2000-08-25,,,0,1,C1
1632988775748,1999-12-16,,,1,2,C1
1633001552010,1999-09-15,,,0,3,A1
1633006162312,1999-12-06,1999-12-09,NEED,1,1,A1
1633011858891,2000-10-24,,,1,1,A1
1633016685303,1999-12-17,,,0,1,C1
1633019722582,2000-08-29,2000-12-20,DEBT,0,3,A1
1633027786671,2000-07-08,,,1,1,B1
1633041364549,2000-03-02,,,0,1,C1
